category_id,branch,co_name,address1,address2,address3,city,pin_code,phone,fax,email,website,contact,keywords
Travel Agents & Tour Operators,,BEACON HOLIDAYS PVT. LTD.,"MUNSHAW HOUSE, 22, RUSTOM SIDHWA MARG, FORT,",,,MUMBAI,400001,912256338822,912222679506,beaconholidays@vsnl.com,,Ms. Heena  Munshaw,"TOURS & TRAVELS, RECRUITMENTS"
Travel Agents & Tour Operators,,INDIANA TRAVEL SERVICES,"1ST FLOOR, 480, DAHANUKAR BUILDING, KALBADEVI ROAD,",,,MUMBAI,400002,912256345212,912222001044,indianatvl@hotmail.com,,Mr. Deepak  ,TRAVEL AGENT
Travel Agents & Tour Operators,,HERITAGE HOLIDAY TOURS,"C-155, SINGH BHUMI, PRATAP MARG, KATHIPURA,",,,JAIPUR,302021,911412357296,911412357296,holiday@datainfosys.net,http://www.heritage-tour.com,MR. RATHORE  ,TOURS & TRAVELS
Travel Agents & Tour Operators,,SKYVIEW TRAVEL AGENCY,"M-13, SARGAM SHOPPING CENTRE, NEAR PARLE POINT,",,,SURAT,395007,912612212580/5603457,912612212580,skyviewtravel@sify.com,,MR. MEHERNOSH  DEVGADHWALA,"PASSPORT & VISA ASSISTANCE , DOMESTIC & INTERNATIONAL TOURS & AIR TICKET, HOTEL BOOKING-CAR HIRE, OVERSEAS JOB CONSULTING"
Travel Agents & Tour Operators,,SPEED TOTAL FREIGHT & TRAVELS PVT. LTD.,"177-B, SYDENHAMS RAOD, CHOOLAI,",,,CHENNAI,600003,914425385556/25365380,914425388156,,,MR. IMMANVEL  ,"VISA FOR TOUR PASSPORT, TOURS & TRAVELS AND FREIGHT FORWARDING"
Travel Agents & Tour Operators,,COMPETENT TRAVELS PVT. LTD.,"18/20, W.E.A., KAROL BAGH,",,,NEW DELHI,110005,911125762512,911125762512,,,Mr. Prem  Sagar,"TOURS & TRAVELS AGENT, INBOUND/OUTBOUND TOUR PACKAGES, AIR TICKETING DOMESTIC / INTERNATIONAL HOTEL BOOKING"
Travel Agents & Tour Operators,,ECHDEE TRAVELS PVT. LTD.,"7/8, SETHJI KI BARI, MADHUBAN,",,,UDAIPUR,313001,912942524435/36,,echee@vsnl.net,,MR. Mahendra  Dhamani,TOURS & TRAVEL
Travel Agents & Tour Operators,DELHI,EASY TOURS & TRAVELS,"A-206, 2nd floor, savitri nagar, opp. panchsheel park, ",,,NEW DELHI,110017,"911126014869,26014870",911126014870,aarvee_tc@yahoo.com,,Mr. Shyam  Kapoor,Travel Agents & Tour Operators
Travel Agents & Tour Operators,,CHINTAMANI FOOD & TRAVELS,"A-57 & A-60, JHILMIL INDUSTRIAL AREA, SHAHDARA, ",,,DELHI,110095,911122572869/22593269/22582491,911122582590,chintamanis@hotmail.com,,MR. D K SHARMA,TOURS & TRAVELS
Travel Agents & Tour Operators,,SUNHARI WORLD TRAVEL INC.,"2nd floor, nishka avenue, opp. pizza hut, swastik cross road, navrangpura,",,,AHMEDABAD,380009,9179266613851,9179266611329,sunhari_travels@yahoo.com,,Mr. subodh n. panchal,"freight forwarder, tour operator"
Travel Agents & Tour Operators,,GALAXY INTERNATIONAL TOUR CENTRE,"1118, VISHWA SHOBHA, SHIVAJI NAGAR,",,,PUNE,411004,912025652725/25654100,912025652725,shyamaladesai@hotmail.com,,MRS. SHYAMALA  DESAI,TOURS & TRAVEL
Travel Agents & Tour Operators,,EURO TOURS AND TRAVELS,"1ST FLOOR, DD JUNCTION BLDG. OPP. ALAPPATT ARCADE,",,,KOCHI,682035,91484263435,914842363485,tourwitheuro@hotmail.com,,MR. jaison thakolkaran K,TRAVEL AND TOUR
Travel Agents & Tour Operators,,GUIDELINE HOLIDAYS,"545, KALBADEVI ROAD, bharat photo house, opp. metro cinema,",,,MUMBAI,400002,912222006688,912222096677,pradeep@guidelinetravels.com,http://www.guidelineholidays.com,Mr. Deepak  ,"TOUR, TRAVELS & HOLIDAYS"
Travel Agents & Tour Operators,,BROTHER'S TOURS & TRAVELS,"6, RUSSEL STREET,",,,KOLKATA,700071,913322170042/22290289/(R)22412632,913322170042,brothers@cal2.vsnl.net.in,http://www.brothertours.com,Mr. Anirudh  Kajaria,TRAVEL & TOUR OPERATORS
Travel Agents & Tour Operators,,EXPLORE INDIA TOUR & TRAVELS,"1/2, NEW D'LIMA HOUSE, OPP. AUGMARINE SOCIETY, BAMANWADA, SAHAR P.O., ANDHER (E)",,,MUMBAI,400099,912228346281/28370393,912228370393,xploreindia@vsnl.net,http://www.exploreindiainfo.com,MR. NAGESH  SHETTY,TOUR & TOUR OPERATOR/TRAVEL AGENTS
Travel Agents & Tour Operators,,BLUEBIRD EXPRESS,"125, ASHOKA SHOPPING CENTRE, 
L. T. ROAD,",,,MUMBAI,400001,912222671123/22674114,442222674114,"bluebirdxpress@yahoo.com, mukesh5000@yahoo.co.uk",,"Mr. Jay  Prakash, mr. Mukesh M Patel","COURIER, DOMESTIC-INTERNATIONAL-LOGISTICS, TOURS & TRAVELS, INTERNATIONAL & TICKET BOOKING"
Travel Agents & Tour Operators,BANGALORE,BHARATH INTERNATIONAL TRAVELS,"#576, Dewan's Road, (Off. M.G. Road) lakshmipuram,",,,MYSORE,570004,918212333362,918212333356 ,bittravmys@yahoo.com,http://www.bitindia.com,Mrs. Yashoda   Salian,"Service Provider of Air ticketing, Car rentals, Package tours, Hotel booking, Foreign exchange, Overseas insurance, Guest house accomdation, Resort on the beach, Conferences & Seminars, Tailore Made Holidays, Tour Agents & Tour Operator. Travel Agents & T"
Travel Agents & Tour Operators,,SISODIYA GROUP,"35, MAIN MADRAMPURA, AJMER ROAD,",,,JAIPUR,302006,911413276570,,,,MR. Janak Singh Sisodiya,"Event Management, Travelling, Tours, Ticketing, Hotel Booking, All services"
Travel Agents & Tour Operators,,GREENWAYS AIR & TRAVEL PVT. LTD.,"SUITE 7/9, 1S T FLOOR, ELPHINSTONE HOUSE, 17, MURZBAN ROAD, ",,,MUMBAI,400001,912222073879/80,912222070744,evaair@vsnl.com,,Mr. David  ,AIR & TRAVEL AGENT
Travel Agents & Tour Operators,DELHI,ESBEE ASSOCIATES INC.,"21, Rajpur Road, Civil Lines,",,,DELHI,110054,911132499500/32499600,911123979500,esbeedli@gmail.com,http://www.sb4u.in,Mr. Subhash  Bansal,Travel Agents & Tour Operators
Travel Agents & Tour Operators,,POONAM TRAVELS PVT. LTD.,"9, JAYANT APTS, OPP LUCAS SERVICES, NEAR CENTURY BAZAR, APPASAHEB MARATHE MARG, PRABHADEVI,",,,MUMBAI,400025,912224221020/4321/6424/24321966,912224321967,poonam@amamail.net,,Mr. Sanjay  Punjabi,TOURS & TRAVELS
Travel Agents & Tour Operators,ONLINESALES,SAMRAT TRAVELS,"Phulpukur, Chinsurah, ",,,HOOGLY,712101,913326807649,913326805761,samrat_travels@yahoo.com,,Mr. Alok Kumar Pathak,Travel Agents & Tour Operators  Travel Agents & Tour Operators
Travel Agents & Tour Operators,,NAVLAKHI TOURS & TRAVELS PVT. LTD.,"20, JAMBUL WADI, KALBADEVI ROAD,",,,MUMBAI,400002,912222054193/22083027,912222063137,navtrvls@bom7.vsnl.net.in,,Mr. Vipul  Bhava,TOURS & TRAVELS
Travel Agents & Tour Operators,,ARIKA TOUR & TRAVELS,"15/17, LAD WADI, 3RD, FLOOR, OLD HANUMAN LANE, KALBADEVI ROAD,",,,MUMBAI,400002,912222002366/22061502/22059059/22070823/22012971/22012985,912222070821,arikaholidays@sify.com,,Mr. Vikash  Modi,"TOURS, VISAS, PASSPORT, AIR TICKETS"
Travel Agents & Tour Operators,,NOMAD EXCURSIONS PRIVATE LIMITED,"37, Regal Building, Parliament street,",,,NEW DELHI,110001,,911123345974,,http://www.nomadexcursion.com,Mr. Prem  Syal,"TRAVEL AGENTS, TICKETING HOTEL (DOMESTIC & INTERNATIONAL) TOUR OPERATOR"
Travel Agents & Tour Operators,,ON THE MOVE TRAVELS & TOURS PVT. LTD.,"12-A, LORD SINHA ROAD, ROOM NO. 302,",,,KOLKATA,700071,913322825103/9249,913322826185,uagarwal@cal.vsnl.net.in,,Mr. A  Agarwal,"INTERNATIONAL TOURS, TRAVELS"
Travel Agents & Tour Operators,,OSHO TRAVELS PVT. LTD.,"MANOJ SHANKER GHANEKAR MARG, PRABHADEVI,",,,MUMBAI,400025,912224318920,912224318943,oshot@vsnl.com,http://www.oshotravels.com,Mr. Nilesh  Mahamaya,TOURS & TRAVELS
Travel Agents & Tour Operators,,TRISTAR TOURS & TRAVELS,"17-A, KAMER BLDG, 2ND FLOOR, 38 CAWASJI PATEL STREET, FORT,",,,MUMBAI,400001,912256346791/56338760,912256338760,"tristartourstravels@rediffmail.com, tri_star@rediffmail.com",,"kishin  , MR. KISHIN  ",TOURS & TRAVELS
Travel Agents & Tour Operators,COIMBATORE,PHOENIXS HRD SERVICES,"19/1, S.P. Kannuswamy Gounder Street, Sanganur Main Road, Near Karuppurayan Temple, Sanganur, ",,,COIMBATORE,641027,914222333800,914222333900,phoenixgh2002@yahoo.co.in,,Mr. Prema  Latha,Travel Agents & Tour Operators
Travel Agents & Tour Operators,,MERCURY TRAVELS LTD.,"4, MANGOE LANE,
",,,KOLKATA,700071,913322486751,913322885242,,http://www.mercury-india.com,MR. S S MUKHERJI,"TRAVEL AGENTS, TOUR OPERATORS"
Travel Agents & Tour Operators,,USHAKANT GROUP OF CO.,"RAJA BAHADUR MANSION, 3RD FLOOR, 22, BOMBAY SAMACHAR MARG, FORT,",,,MUMBAI,400023,912222676917/22676379/22677154,912222623674,ushakant@bom2.vsnl.net.in,,Mr. Ushakant C Sheth,TRAVEL AGENTS
Travel Agents & Tour Operators,,RAJ TOURS & TRAVELS,"135, 2ND FLOOR, DEVARAJ URS ROAD,",,,MYSORE,570001,9182122423355/22421656,918212423366,rajtravelsmys@yahoo.com,,Mr. Gulam  Mohamood,TOURS & TRAVELS
Travel Agents & Tour Operators,,VICTORIA TRAVELS PVT. LTD.,"54, CHOWRINGHEE ROAD, ",,,KOLKATA,700071,913322828258/7402/5339,913322822318,victoria@giascl01.vsnl.net.in,,Mr. D K Agarwal,"TRAVEL AGENTS, AIR TICKETING"
Travel Agents & Tour Operators,UDAIPUR,PRATAP TOURS,"207, Kamal Complex, Gulab Bagh Road,  
",,,UDAIPUR,313001,912945101432,,info@prataptours.com,http://www.prataptours.com,Mr. Jai  Singh Chouhan,"event management, tour operators, travel planner, Royal Wedding Planner, taxi & hotel booking. Travel Agents & Tour Operators"
Travel Agents & Tour Operators,,WELWORTH,"KRANTI CHOWK, ",,,AURANGABAD,431001,912402332151,912402332152,"nectar@epatra.com, welworth@hotmail.com",,"Ashish Vasant Houzwala, MR. ASHISH  MOUGWALU",TOURS & TRAVELS
Travel Agents & Tour Operators,,QAIR TRAVELS PVT. LTD.,"230A, AJC BOSE ROAD, 58, CHITRAKOOT BLDG.,",,,KOLKATA,700020,913322470718/22807777,913322400930,qairtravels@eth.net,,Mr. Ashish  Chatterjee,"TOUR, TRAVEL AGENTS. AIR TICKETING, PACKAGES TOURS"
Travel Agents & Tour Operators,DELHI,AL-HIND FOREIGN SERVICE AGENCY,"38, GF Ashoka Shopping Complex, Nr. G.T. Hospital, L. T. Road,",,,MUMBAI,400002,912222652906,912222652910,info@al-hind.com,"http://www.www.al-hind.com, www.al-hind.trade-india.com",Mr. M. H. Siddiqui,Travel Agents & Tour Operators
Travel Agents & Tour Operators,,KULIN KUMAR TOURS AND TRAVELS,"ASHOKA PAVALLION, SAI SERVIES 22, AMBEDKAR ROAD,",,,PUNE,411011,912026052497,912026139720,sales@kulinkumar.com,http://www.kulinkumar.com,Mr. Ketan  Mehta,TOURS AND TRAVELS
Travel Agents & Tour Operators,,JAIN & JAIN TRAVELS,"C.V.N. HOUSE, NEAR UMA HOTEL, ROOM NO. 1, FIRST FLOOR, CHAKALA SAHAR ROAD, ANDHERI (EAST), ",,,MUMBAI,400099,912228363699/09,912228312359,jjtravel123@yahoo.co.in,,MR. RAMESH  JAIN,TRAVELS AGENTS
Travel Agents & Tour Operators,,FARSHAK TRAVELS,"GANESH NIWAS, VEER SAVARKAR MARG, PRABHADEVI,",,,MUMBAI,400025,912224364741,912224306813,farshak@vrthere4u.com,http://www.vrthere4u.com,Mr. R T Iyer,INTERNATIONAL TOUR
Travel Agents & Tour Operators,,SAFEWAY TRAVELS,"154 G T ROAD, 2nd floor,
",,,HOWRAH,700002,,913322106275,,,Ms. B  Susmita,"INTERNATIONAL TICKET, TOUR OPERATING"
Travel Agents & Tour Operators,,ATL TRAVELS LIMITED,"ADOR HOUSE, GROUND FLOOR, 6.K. DUBASH MARG,",,,MUMBAI,400001,912222842480/5170/0476,912222870742,atltravels@rediffmail.com,,Mr. N p Shahani,INTERNATIONAL TRAVELS & TOUR
Travel Agents & Tour Operators,,SAFARI HOLIDAYS TOURS & TRAVELS PVT. LTD.,"7/1, LORD SINHA ROAD, ",,,KOLKATA,700071,913322825111/22820631,913322820631,,,Mr. Ashok Kr Dev,"OUT BOND,INBOUND TOUR / FREIGHT FORWARDING"
Travel Agents & Tour Operators,,ATLANTIC INTERNATIONAL,"OPP. BANK OF INDIA, RAIPUR CHAKLA,",,,AHMEDABAD,380001,,917922133896,iigc_info@yahoo.com,,Mr. KAMLESHBHAI  MEHTA,"PASSPORT, VIZA, TOURS, FOREIGN PACKAGE TOURS, EVENT MANAGEMENT, EXHIBITION ORGANISZATION"
Travel Agents & Tour Operators,,MONHER TRAVELS,"5, BHANDUS COURT, 1ST PASTA LANE,",,,MUMBAI,400005,912222811491/92,912222812419,monhertravels@yahoo.com,,Mr. Shiraz  Dandiwala,TRAVELS
Travel Agents & Tour Operators,DELHI,S. A. CONSULTANTS & FORWARDERS PVT. LTD.,"L-2, Kanchenjunga Building, 18, Barakhamba Road,",,,NEW DELHI,110001,911123310753/23310754/23310755/23319980,911123310797,delhi@sagroupindia.com,http://www.sagroupindia.com,Mr. ASHISH  ASAF,Travel Agents & Tour Operators
Travel Agents & Tour Operators,,INTERNATIONAL TRADE LINKS,"3, PRINTING HOUSE, 28D, POLICE COURT LANE, FORT,",,,MUMBAI,400001,912222666332/33/22622818,912222662128/22658013,itl@bom3.vsnl.net.in,http://www.internationaltradelinks.com,MR. RAJEN  SHINDE,MANPOWER EXPORTS
Travel Agents & Tour Operators,,KUNDU SPECIAL,"1, CHITTARANJAN AVENUE,",,,KOLKATA,700072,913322376767/22371785,913322552777,kundu_special@sify.com,,Mr. S P Kundu,TOUR OPERATORS
Travel Agents & Tour Operators,,LAXMI NARAYAN AIR TRAVELS LTD.,"29, N. S. SARANI LINDSAY STREET,",,,KOLKATA,700087,913322494757/4762/4766/4758,913322494768,,,Mr. Nanda  Saha,"TOURS, TRAVEL AGENTS, FOREIGN MONEY EXCHANGERS, WESTERN UNION MONEY TRANSFER."
Travel Agents & Tour Operators,OLD-DELHI,LE TRAVELWORLD PVT. LTD.,"79-80, UGF, WTC, BARAKHAMBA AVENUE,  ",,,NEW DELHI,110001,911123414141/23412121/23413030/23411881/23411700,911123411120,travelinfo@letravelworld.com,,Mr. Sunil  Dang,DEALS IN AIR TRAVEL & RELATED SERVICEs Travel Agents & Tour Operators
Travel Agents & Tour Operators,DELHI,LODESTONE TRAVELS AND TOURS PRIVATE LIMITED,"B-8, Green Park, Main, 2nd Floor,",,,NEW DELHI,110016,911126537635/26537642/42651318,911126537642/42681318,"lodestone@airtelbroadband.in, lodestone@vsnl.net",http://www.lodestone.in,"Mr. DIGAMBER  PANT, Mr. Digamber  Pant","delhi visit, all india temples, vehicle for all over india, domestic and international  air  ticketing & booking Travel Agents & Tour Operators"
Travel Agents & Tour Operators,,TRAVEL LINKS,"SRIRAMA KRUPA, NO.422, 9TH MAIN, SECOND CROSS, SWIMMING POOL ROAD, SARASWATHIPURAM,",,,MYSORE,570009,918212544993/9845111235,,,,Mr. S Sreedhar Murthy,TRAVEL ASSISTANCE & EXPORT & IMPORT & FINANCIAL CONSULTUNCY
Travel Agents & Tour Operators,,ASHOKA COMBINES INDIA,"KHETRI HOUSE ROAD,

",,,JAIPUR,302016,911412305729/2307808,911412308132,,, Anoop  Khanchandani,"TRAVEL AGENT, TOUR OPERATORS, MONEY EXCHANGER"
Travel Agents & Tour Operators,,ROGE INTERNATIONAL TOURS & TRAVELS,"IIND FLOOR, ROYALE PLAZA, BRIDGE ROAD, BANK JN., ALUVA,",,,ALUVA,683101,914842628116,914842628116,roge@eth.net,,MR. MARTIN  VARGHESE,"AIRTICKETING, VISA FORMALITIES FOR EUROPE, LIAISONING IN EUROPE"
Travel Agents & Tour Operators,,KERALA TOURISM DEVELOPMENT COROPORATION LTD.,"YATRI NIVAS, THYCADU,",,,THIRUVANANTHAPURAM,695014,914712333956,914712334780,ktdc@vsnl.com,http://www.ktdc.com,Dr. K  Elangovan,"HOTELS, RESORTS, CONDUCTED TOURS, BACKWATER CRUISES"
Travel Products,,S.B. INTERNATIONAL,"60, BHAGIRATHI KUNJ, RAILWAY ROAD, NR. ABHILASHA NURSING HOME, THANA GANG NAHAR,",,,ROORKEE,247667,911332275814,911332275814,sbint60@yahoo.co.in,, MR. Kamal Maini ,"Rowing Boat, Scooters,  Skiing & Skating,  Trophies & Souvenir Mementoes, Sport Club,
Sports Safety, Swimming,  Tennis,  Weight Lifting,
 Travel Products  Travel Products"
Travel Products,,IAL SHIPPING,"601, 6th floor, no.1 airport post, carlton tower,",,,BANGALORE,560008,918025211511,918042511500,ejantony@hotmail.com,http://www.ial.com,Mr. T. V. N. Kutty,"Travel Products, container Travel Products"
Travel Products,,PACIFIC TRENDS PVT. LTD.,"F-104, PARMESHWAR INDUSTRIAL ESTATE, CHINCHOLI BUNDER ROAD, MALAD WEST,",,,MUMBAI,400064,912228768872/40038872/40038873/40031160/28761160,912228761160,pacificent@rediffmail.com,http://www.pacificforgifts.com,Mr. V. M. Arunagiri,"BAGS, TRAVEL GOODS, LEATHER ARTICLES, BUSINESS GIFTS BAGS, TRAVEL GOODS, LEATHER ARTICLES, BUSINESS GIFTS Travel Products"
Travel Products,BANGALORE,ELEGANT,"#264 B.C.C. Layout, 2nd Stage, Vijayanagar,    ",,,BANGALORE,560040,918065610669/23398933,918023393690,elegantbags@rediffmail.com,http://www.elegantsoftluggages.com,Mr. Nithyanand B ,Travel Products
"Travel, Tourism & Hospitality",,TRAVEL SERVICES,"4, GEE GEE MINAR, 23, COLLEGE ROAD, NUNGAMBAKKAM, 
 ",,,CHENNAI,600006,914428228769,914428360671,jaymjay@sify.com,,   ,"Travel, Tourism & Hospitality"
"Travel, Tourism & Hospitality",DELHI,SHERIF EXPRESS TRAVELS & CARGO (P) LTD.,"K-311, ST. NO.4, OLD RANGPURI ROAD,
MAHIPALPUR EXTENSION,",,,NEW DELHI,110037,911126785858/26786868,911126787197,thomas@sherifexpress.net,http://www.sherifexpress.net,Mr. Shoukath  Sherif,"Travel, Tourism & Hospitality"
"Travel, Tourism & Hospitality",,HOTEL GOLDEN EMERALD,"NO. 473/14 B GULTEKDI, NEAR SALISBURY PARK,",,,PUNE,411037,912024274881/2/3/4,912024274885,vikram100@hotmail.com,,Mr. Vikram Subhash Lodha,HOSPITALITY SERVICES
"Travel, Tourism & Hospitality",,FAST FORWARD,"99, Abde Villa, Flat No. 102, S.V. Road, Khar (W), ",,,MUMBAI,400052,912226496608,,everestzr@yahoo.co.in,,Mr. Zuzer   Rangwala,"we have also ventured into adventure tourism since 2004, and have been successfully conducting high altitude trekking programs for clients mainly from europe, also have in the winter skking carnival in manali/solang, Himachal Pradesh.also train people in "
"Travel, Tourism & Hospitality",,DEVRITA EXPORTS PVT. LTD.,"201, CHURCHGATE CHAMBERS, 5, NEW MARINE LINES,",,,MUMBAI,400020,912222624609/22642399,912222659003,gulf@vsnl.com,,Mr. Zarir  Shroff,Travel & tourism
"Travel, Tourism & Hospitality",,DEPARTMENT OF TOURISM,"PARK VIEW,",,,THIRUVANANTHAPURAM,695033,914712338530/2326812/2322547,914712322279,deptour@vsnl.com,http://www.keralatorurism.net,Sree Kumar B,"Travel, Tourism & Hospitality"
"Travel, Tourism & Hospitality",OLD-DELHI,SKY XPRESS TOUR N TRAVELS PVT. LTD.,"R-52, 1st Floor, Vikas Marg, Shakarpur, ",,,DELHI,110092,"911143061527, 22457266",911122457266,skyxpress@asia.com,,Mr. Praveen  Singh,"Domestic & international Tickets, Tour packages, Honeymoon Packages, Hotel Booking, Adventure Tours, Organizing Conferences, Event Management. Travel, Tourism & Hospitality"
"Travel, Tourism & Hospitality",,HOTEL GOLDEN EMERALD,"NO. 473/14 B GULTEKDI, NEAR SALISBURY PARK,",,,PUNE,411037,912024274881/2/3/4,912024274885,vikram100@hotmail.com,,Mr. Vikram Subhash Lodha,HOSPITALITY SERVICES
"Travel, Tourism & Hospitality",UDAIPUR,PRATAP TOURS,"207, Kamal Complex, Gulab Bagh Road,  
",,,UDAIPUR,313001,912945101432,,info@prataptours.com,http://www.prataptours.com,Mr. Jai  Singh Chouhan,"Travel, Tourism & Hospitality"
Travelling Goods & Equipment,,POPULAR LEATHER CLOTH HOUSE,"36, M.G. ROAD, NEXT TO BABA SHOWROOM, ",,,PUNE,411001,912026346078,912026346078,,,Mr. NURUDDIN  HARNESSWALA,"GENUINE LEATHER LADIES HAND BAGS, PURSES, WALLETS, POUCHES, BELTS, BRIEF CASES & TRAVELLING REQUISITES Travelling Goods & Equipment"
Travelling Goods & Equipment,,KOUSHIK DIAMOND CRAFTS PVT. LTD.,"1206, SADASHIV PETH, FLAT NO. 9, GOPLAXMI APPARTMENT, LIMAYE WADI,",,,PUNE,411030,912024003691,,koushikdiamondcraft@vsnl.net,,Mr. Devdatta  Apte,Travelling Goods & Equipment
Travelling Goods & Equipment,,ASIAN WEAR,"F\208, 2nd Floor, Lado Saria, M G Road,",,,NEW DELHI,110030,911164573436,,asianwear@hotmail.com,http://www.asian-wear.com,"Mr. Imran  Mir, Mr. ASIF  MIR","leather handbags, luggage, belts, traveling bags leather handbags, luggage, belts, traveling bags Travelling Goods & Equipment"
Travelling Goods & Equipment,KOLKATA,R. R. TEXTILE & JHOOMAR MAL MUNDHRA,"3-C, Noormahal Lohia lane, Ist Floor, ",,,KOLKATA,700007,913322682973/22712524,913322712524,rrtextil@cal2.vsnl.net.in,,"Mr. Manoj  Mundhra, Mr. Ram   Mundhra",Travelling Goods & Equipment
Travelling Goods & Equipment,,METRO INDUSTRIES,"BOMBAY-AGRA ROAD, GONDE,",,,NASHIK,422403,912553225526/26,912553225527,metroind@sancharnet.in,,Mr. ANIL  MOTWANI,"TRAVEL GOODS COMPONENTS, LEATHER-LEATHERITE & PLASTIC MOULDED PRODUCTS TRAVEL GOODS COMPONENTS, LEATHER-LEATHERITE & PLASTIC MOULDED PRODUCTS Travelling Goods & Equipment"
Travelling Goods & Equipment,,RANGSONS FRAGRANCES,"1553 M.G. ROAD, P.O. BOX 52,",,,MYSORE,570004,918212521227,918212520350,arjun@rangsons.com,http://rangsons.com,"Mr. ARJUN  RANGA, Mr. SANJAY  GOEL","Candles, Craft Items, Holiday/Seasonal, Home and Garden, Personal Care, Travel Accessories Candles, Craft Items, Holiday/Seasonal, Home and Garden, Personal Care, Travel Accessories Travelling Goods & Equipment"
Travelling Goods & Equipment,,ANPEE ENTERPRISES,"2/3, PATHARE WADI, OPP. BAGICHA RESTURANT, MARVE ROAD, MALAD (W),",,,MUMBAI,400064,912228650190,912228650190,arpee@usa.com,,Mr. Ritesh  Shah," SCHOOL BAG LOCKS, FANCY ZIP SLIDERS, TRAVEL BAG TROLLEYS, HEAT TRANSFER STICKERS Travelling Goods & Equipment"
Travelling Goods & Equipment,,ANMOL COLLECTION,"6425, NABI KARIM,",,,DELHI,110055,911123674653/23681886,911123681886,,,Mr. ADEEP  PAPNEJA," LADIES BAGS, TRAVELING BAGS, SCHOOL BAGS Travelling Goods & Equipment"
Travelling Goods & Equipment,,PACIFIC ENTERPRISES,"F-104, Parmeshwar Industrial Estate, Chincholi Bunder Road, Malad (W),",,,MUMBAI,400064,912255703957/28768872/40038872/40038873/40031160,912228761160,pacificent@rediffmail.com,http://www.pacificforgifts.com,Mr. V. M. Arunagiri,"LEATHER ARTICLES, TRAVELS GOODS, BUSINESS GIFTS, ALL BAGS LEATHER ARTICLES, TRAVELS GOODS, BUSINESS GIFTS, ALL BAGS Travelling Goods & Equipment"
Travelling Goods & Equipment,,LONDON BAG WORKS,"10 & 11, Umpherson Street, Broadway,",,,CHENNAI,600108,914425363503/25388434,914425388434,,,MR. S Naina Mohd," All kinds of HIGH CLASS TRAVELLING GOODS, SCHOOL BAGS, PLASTICS COVER & FOLDER FILES, COMPLIMENTERY BAGS Travelling Goods & Equipment"
Travelling Goods & Equipment,,RAMSWAROOP BAGWALA,"SHOP NO.5, KALA KILLA, BRAMHADAS CHAWL, OPP. ASHOK MILL, SION-BANDRA LINK ROAD,",,,MUMBAI,400017,912256066350,,kramswaroop@hotmail.com,,Mr. RAMSWAROOP  KURIL, TRAVELLING & LUGGAGE BAGS Travelling Goods & Equipment
Travelling Goods & Equipment,,SHAGOON EMPORIUM,"2320-21, ARYA SAMAJ ROAD, KAROL BAGH,",,,NEW DELHI,110005,911125818441/25742888/25764708,911125738191,shagoon_emporium@hotmail.com,,Mr. ARVIND  BIRLA," LEATHER GARMENTS, PURSERS, GENTS WALLETS & TRAVELLING GOODS Travelling Goods & Equipment"
Travelling Goods & Equipment,,UNITED LUGGAGE BAGS COMPANY,"M.J. Market, Abids,",,,HYDERABAD,500001,914066779764,,unitedluggageindia@yahoo.co.in,,Mr. Shafiq  Khan,"Trolley bags, Suit Cases, Traveling bags, Executive Bags, Complimentary Bags Trolley bags, Suit Cases, Traveling bags, Executive Bags, Complimentary Bags Travelling Goods & Equipment"
Travelling Goods & Equipment,,POPULAR LEATHER CLOTH HOUSE,"36, M.G. ROAD, NEXT TO BABA SHOWROOM, ",,,PUNE,411001,912026346078,912026346078,,,Mr. NURUDDIN  HARNESSWALA," GENUINE LEATHER LADIES HAND BAGS, PURSES, WALLETS, POUCHES, BELTS, BRIEF CASES & TRAVELLING REQUISITES Travelling Goods & Equipment"
Travelling Goods & Equipment,,VATS EXPORTS,"334, EPIP, HSIDC, KUNDLI,",,,SONIPAT,131028,911302219834/91-11-27024490(R),,vatsexports@rediffmail.com,,Mr. J. B. Sharma,"Wallets, Leather Goods & Traveling Bags Wallets, Leather Goods & Traveling Bags Travelling Goods & Equipment"
Travelling Goods & Equipment,,PRINCE CORPORATION,"Salapose Road, Opp: Relief Shoping Centre, Behind GPO,",,,AHMEDABAD,380001,917925351250/25503429,917925500038,mrh_industries@yahoo.co.in,,Mr. Tamim  Rupawala ," Luggages, Bags, Traveling bags, Gift Articles Travelling Goods & Equipment"
Travelling Goods & Equipment,,ABL BIOTECHNOLOGIES LTD.,"# 55, 3Rd East Street, kamraj Nagar, thiruvamiyur,",,,CHENNAI,600041,914442020501/2,914442020501/2,admin@ablbiotechnologies.com,,"Mr. koaz  , Mr Easter prince ","pharmaceuticals products, travelling goods & equipments pharmaceuticals products, travelling goods & equipments Travelling Goods & Equipment"
Travelling Goods & Equipment,,ABL BIO-TECHNOLOGIES LTD.,"#1, 4th East Street, Kamaraj Nagar, Thiruvanmiyur,",,,CHENNAI,600041,914424410662,914424402628,"abl_softgels@rediffmail.com, abl@eth.net",,"Mr. K. O. Cherian, Mr. KOAZ  ","pharmaceuticals products, travelling goods & equipments pharmaceuticals products, travelling goods & equipments Travelling Goods & Equipment"
